,year,state,house,district,name,bio,substring1,substring2,substring3,substring4,substring5,substring6,substring7,substring8,substring9,substring10,substring11,substring12,substring13,substring14,substring15,substring16,substring17,substring18,substring19,substring20,substring21,substring22,substring23,substring24,substring25,substring26,substring27,substring28,substring29,substring30,substring31,substring32,substring33,substring34,substring35,substring36,substring37,substring38,substring39,substring40,substring41,substring42,substring43,substring44,substring45,substring46,substring47,substring48,substring49,substring50,substring51,substring52,substring53,substring54,substring55,substring56,substring57,substring58,substring59,substring60,substring61,substring62,substring63,substring64,substring65,substring66,substring67,substring68,substring69,substring70,substring71,substring72,substring73,substring74,substring75,substring76,substring77,substring78,substring79,substring80,substring81,substring82,substring83,substring84,substring85,substring86,substring87,substring88,substring89,substring90,substring91,substring92,substring93,substring94,substring95,substring96,substring97,substring98,substring99,substring100,fips1,error1,fips2,error2,fips3,error3,fips4,error4,fips5,error5,fips6,error6,fips7,error7,fips8,error8,fips9,error9,fips10,error10,fips11,error11,fips12,error12,fips13,error13,fips14,error14,fips15,error15,fips16,error16,fips17,error17,fips18,error18,fips19,error19,fips20,error20,fips21,error21,fips22,error22,fips23,error23,fips24,error24,fips25,error25,fips26,error26,fips27,error27,fips28,error28,fips29,error29,fips30,error30,fips31,error31,fips32,error32,fips33,error33,fips34,error34,fips35,error35,fips36,error36,fips37,error37,fips38,error38,fips39,error39,fips40,error40,fips41,error41,fips42,error42,fips43,error43,fips44,error44,fips45,error45,fips46,error46,fips47,error47,fips48,error48,fips49,error49,fips50,error50,fips51,error51,fips52,error52,fips53,error53,fips54,error54,fips55,error55,fips56,error56,fips57,error57,fips58,error58,fips59,error59,fips60,error60,fips61,error61,fips62,error62,fips63,error63,fips64,error64,fips65,error65,fips66,error66,fips67,error67,fips68,error68,fips69,error69,fips70,error70,fips71,error71,fips72,error72,fips73,error73,fips74,error74,fips75,error75,fips76,error76,fips77,error77,fips78,error78,fips79,error79,fips80,error80,fips81,error81,fips82,error82,fips83,error83,fips84,error84,fips85,error85,fips86,error86,fips87,error87,fips88,error88,fips89,error89,fips90,error90,fips91,error91,fips92,error92,fips93,error93,fips94,error94,fips95,error95,fips96,error96,fips97,error97,fips98,error98,fips99,error99,fips100,error100
1302,2014,FL,H,16,VERN BUCHANAN,"VERN BUCHANAN, Republican, of Longboat Key, FL; born in Detroit, MI, May 8, 1951; education: B.B.A., business administration, Cleary University; M.B.A., University of Detroit; honorary degree: Doctorate of Science in Business Administration, Cleary University; professional: founder and chairman, Buchanan Enterprises; founder and chairman, Buchanan Automotive Group, 1992; operations include Sarasota Ford and 18 auto franchises in the southeastern United States; experience in real estate including home building and property development and management; awards: One of America's Ten Outstanding Young Men, U.S. Jaycees; Entrepreneur of the Year, Inc. Magazine and Arthur Young; Entrepreneur of the Year, Harvard Business School, Club of Detroit; One of Michigan's Five Outstanding Young Men, Michigan Jaycees; President's Award, Ford Motor Company; Certified Retailer Award, J.D. Power and Associates; Outstanding Citizen Award, United Negro College Fund; Outstanding Philanthropic Corporation Award, National Society of Fund Raising Executives; Freedom Award for Business and Industry, NAACP; The American Jewish Committee Civic Achievement Award; Tampa Bay Business Hall of Fame Award; married: Sandy Buchanan; children: James and Matt; committee: Ways and Means; elected to the 110th Congress on November 7, 2006; reelected to each succeeding Congress.","VERN BUCHANAN, Republican, of Longboat Key, FL"," born in Detroit, MI, May 8, 1951"," education: B.B.A., business administration, Cleary University"," M.B.A., University of Detroit"," honorary degree: Doctorate of Science in Business Administration, Cleary University"," professional: founder and chairman, Buchanan Enterprises"," founder and chairman, Buchanan Automotive Group, 1992", operations include Sarasota Ford and 18 auto franchises in the southeastern United States, experience in real estate including home building and property development and management," awards: One of America's Ten Outstanding Young Men, U.S. Jaycees"," Entrepreneur of the Year, Inc. Magazine and Arthur Young"," Entrepreneur of the Year, Harvard Business School, Club of Detroit"," One of Michigan's Five Outstanding Young Men, Michigan Jaycees"," President's Award, Ford Motor Company"," Certified Retailer Award, J.D. Power and Associates"," Outstanding Citizen Award, United Negro College Fund"," Outstanding Philanthropic Corporation Award, National Society of Fund Raising Executives"," Freedom Award for Business and Industry, NAACP", The American Jewish Committee Civic Achievement Award, Tampa Bay Business Hall of Fame Award, married: Sandy Buchanan, children: James and Matt, committee: Ways and Means," elected to the 110th Congress on November 7, 2006", reelected to each succeeding Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No matched places from Google,,No matched places from Google,26093,,26163,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,12115,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,2006,MI,H,3,VERNON J. EHLERS,"VERNON J. EHLERS, Republican, of Grand Rapids, MI; born in Pipestone, MN, February 6, 1934; educated at home by his parents; attended Calvin College; undergraduate degree in physics and Ph.D. in nuclear physics, University of California at Berkeley; taught and did re[[Page 135]]search at Berkeley for 6 years; returned to Calvin College; taught physics and became chairman, Physics Department; served on various boards and commissions; member, Michigan House and Senate; first research physicist in Congress; while on Science Committee in 1997-98, was selected to rewrite the nation's science policy; introduced National Science Education Acts aimed at reforming K-12 science, mathematics, engineering, and technology education; as mem-ber of House Administration Committee, guided the program to revamp the House com-puter system, connect it to the Internet, and allow all citizens to access House documents; member and former elder, Eastern Avenue Christian Reformed Church, Grand Rapids, MI; married: the former Johanna Meulink; four adult children: Heidi, Brian, Marla, and Todd; three grandchildren; one great-grandchild; committees: Education and the Workforce; House Administration; Science; Transportation and Infrastructure; Joint Committee on the Library of Congress; subcommittees: chairman, Environment, Technology, and Standards; elected to the 103rd Congress, by special election, on December 7, 1993; reelected to each succeeding Congress.","VERNON J. EHLERS, Republican, of Grand Rapids, MI"," born in Pipestone, MN, February 6, 1934", educated at home by his parents, attended Calvin College," undergraduate degree in physics and Ph.D. in nuclear physics, University of California at Berkeley", taught and did re[[Page 135]]search at Berkeley for 6 years, returned to Calvin College," taught physics and became chairman, Physics Department", served on various boards and commissions," member, Michigan House and Senate", first research physicist in Congress," while on Science Committee in 1997-98, was selected to rewrite the nation's science policy"," introduced National Science Education Acts aimed at reforming K-12 science, mathematics, engineering, and technology education"," as mem-ber of House Administration Committee, guided the program to revamp the House com-puter system, connect it to the Internet, and allow all citizens to access House documents"," member and former elder, Eastern Avenue Christian Reformed Church, Grand Rapids, MI", married: the former Johanna Meulink," four adult children: Heidi, Brian, Marla, and Todd", three grandchildren, one great-grandchild, committees: Education and the Workforce, House Administration, Science, Transportation and Infrastructure, Joint Committee on the Library of Congress," subcommittees: chairman, Environment, Technology, and Standards"," elected to the 103rd Congress, by special election, on December 7, 1993", reelected to each succeeding Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26081,,,No matched places from Google,,No matched places from Google,,No matched places from Google,06001,,,No matched places from Google,26081,,,No matched places from Google,,No matched places from Google,,More than one matched place from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,26081,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,1997,CA,H,3,VIC FAZIO,"VIC FAZIO, Democrat, of West Sacramento, CA; born in Winchester, MA, October 11, 1942; B.A., Union College, Schenectady, NY, 1965; graduate work in public administration, California State University, Sacramento; Coro Foundation Fellow; congressional and legislative consultant, 1966-75; member, California State Assembly, 1975-78; former director, assembly majority staff; former assistant to the speaker of the Assembly; former member: Sacramento County Charter Commission, Sacramento County Planning Commission, and National Conference of State Legislatures; former vice president, Planning and Conservation League; cofounder, California Journal magazine; member: UNICO, Air Force Association, Navy League, Democratic State Central Committee; married to the former Judy Kern; four children: Dana, Anne (d. 1995), Kevin, and Kristie; committees: Appropriations; Subcommittee on Legislative Branch and Subcommittee on Agriculture; ranking member, Energy and Water Development; Democratic Steering Committee; chairman, Democratic Caucus; elected to the 96th Congress, November 7, 1978; reelected to each succeeding Congress.","VIC FAZIO, Democrat, of West Sacramento, CA"," born in Winchester, MA, October 11, 1942"," B.A., Union College, Schenectady, NY, 1965"," graduate work in public administration, California State University, Sacramento", Coro Foundation Fellow," congressional and legislative consultant, 1966-75"," member, California State Assembly, 1975-78"," former director, assembly majority staff", former assistant to the speaker of the Assembly," former member: Sacramento County Charter Commission, Sacramento County Planning Commission, and National Conference of State Legislatures"," former vice president, Planning and Conservation League"," cofounder, California Journal magazine"," member: UNICO, Air Force Association, Navy League, Democratic State Central Committee", married to the former Judy Kern," four children: Dana, Anne (d. 1995), Kevin, and Kristie", committees: Appropriations, Subcommittee on Legislative Branch and Subcommittee on Agriculture," ranking member, Energy and Water Development", Democratic Steering Committee," chairman, Democratic Caucus"," elected to the 96th Congress, November 7, 1978", reelected to each succeeding Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No matched places from Google,,No matched places from Google,36093,,06067,,,No matched places from Google,,No matched places from Google,06065,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,2000,AR,H,2,VIC SNYDER,"VIC SNYDER, Democrat, of Little Rock, AR; born in Medford, OR, September 27, 1947; graduated from Medford High School, 1965; corporal, U.S. Marine Corps, 1967-69, including one year in Vietnam with Headquarters Company, First Marine Division; B.A., chemistry, 1975, Willamette University, Salem, OR; M.D., 1979, University of Oregon Health Sciences Center, Portland; family practice residency, 1979-82, University of Arkansas for Medical Sciences; family practice physician in central Arkansas, 1982-present; medical missions to Cambodian refugee camps in Thailand, El Salvadoran refugee camps in Honduras, a West African mission hospital in Sierra Leone, and an Ethiopian refugee camp in Sudan; J.D., 1988, University of Arkansas at Little Rock School of Law; Arkansas State Senator, 1991-96; committees: Armed Services; Veterans Affairs; subcommittees: Health; Military Research and Development; Military Installations and Facilities; elected to the 105th Congress; reelected to the 106th Congress.","VIC SNYDER, Democrat, of Little Rock, AR"," born in Medford, OR, September 27, 1947"," graduated from Medford High School, 1965"," corporal, U.S. Marine Corps, 1967-69, including one year in Vietnam with Headquarters Company, First Marine Division"," B.A., chemistry, 1975, Willamette University, Salem, OR"," M.D., 1979, University of Oregon Health Sciences Center, Portland"," family practice residency, 1979-82, University of Arkansas for Medical Sciences"," family practice physician in central Arkansas, 1982-present"," medical missions to Cambodian refugee camps in Thailand, El Salvadoran refugee camps in Honduras, a West African mission hospital in Sierra Leone, and an Ethiopian refugee camp in Sudan"," J.D., 1988, University of Arkansas at Little Rock School of Law"," Arkansas State Senator, 1991-96", committees: Armed Services, Veterans Affairs, subcommittees: Health, Military Research and Development, Military Installations and Facilities, elected to the 105th Congress, reelected to the 106th Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No matched places from Google,,No matched places from Google,25017,,,No matched places from Google,41047,,,Census geocoder error,05143,,05125,,,No matched places from Google,,More than one matched place from Google,05119,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,2016,MO,H,4,VICKY HARTZLER,"VICKY HARTZLER, Republican, of Harrisonville, MO; born in Archie, MO, October 13, 1960; education: B.S., in education, summa cum laude, University of Missouri-Columbia, Columbia, MO, 1983; M.S., in education, Central Missouri State University (now University of Central Missouri), Warrensburg, MO, 1992; professional: served as State spokesperson for the Coalition to Protect Marriage, 2004; member of the Missouri State House of Representatives, 124th District, 1995-2001; appointed chair, Missouri Women's Council, 2005; teacher of family and consumer sciences for 11 years in Lebanon and Belton, MO; religion: Evangelical Christian; family: married Lowell Hartzler; one child: Tiffany, caucuses: Pro-Life Caucus; Israel Allies Caucus; International Religious Freedom Caucus; Republican Study Committee; Long-Range Strike Caucus; Congressional Coalition on Adoption; Army Caucus; Air Force Caucus; China Caucus; Missile Defense Caucus; EMP Caucus; Human Trafficking Caucus; Small Business Caucus; Prayer Caucus; Military Family Caucus; Job Creators' Caucus; Rural Caucus; Taiwan Caucus; General Aviation Caucus; committees: Agriculture; Armed Services; Budget; elected to the 112th Congress on November 2, 2010; reelected to each succeeding Congress.","VICKY HARTZLER, Republican, of Harrisonville, MO"," born in Archie, MO, October 13, 1960"," education: B.S., in education, summa cum laude, University of Missouri-Columbia, Columbia, MO, 1983"," M.S., in education, Central Missouri State University (now University of Central Missouri), Warrensburg, MO, 1992"," professional: served as State spokesperson for the Coalition to Protect Marriage, 2004"," member of the Missouri State House of Representatives, 124th District, 1995-2001"," appointed chair, Missouri Women's Council, 2005"," teacher of family and consumer sciences for 11 years in Lebanon and Belton, MO", religion: Evangelical Christian, family: married Lowell Hartzler," one child: Tiffany, caucuses: Pro-Life Caucus", Israel Allies Caucus, International Religious Freedom Caucus, Republican Study Committee, Long-Range Strike Caucus, Congressional Coalition on Adoption, Army Caucus, Air Force Caucus, China Caucus, Missile Defense Caucus, EMP Caucus, Human Trafficking Caucus, Small Business Caucus, Prayer Caucus, Military Family Caucus, Job Creators' Caucus, Rural Caucus, Taiwan Caucus, General Aviation Caucus, committees: Agriculture, Armed Services, Budget," elected to the 112th Congress on November 2, 2010", reelected to each succeeding Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29037,,,No matched places from Google,,No matched places from Google,29101,,,No matched places from Google,29051,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No county matched to string from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,1997,KS,H,3,VINCENT K. SNOWBARGER,"VINCENT K. SNOWBARGER, Republican, of Olathe, KS; born in Kankakee, IL, September 9, 1950; graduated from Shawnee Mission South High School, Overland Park, KS, 1967; B.A., history, Southern Nazarene University, Bethany, OK, 1971; M.A., political science, University of Illinois, 1974; J.D., University of Kansas, 1977; attorney, admitted to Kansas bar in 1977; Assistant Public Defender, 32nd judicial circuit, 1983-86; Olathe City Planning Commission, 1982-84; Kansas House of Representatives, 1985-97; majority leader, 1993-97; member: Rotary International, Olathe Area Chamber of Commerce, Mid-America Nazarene College Foundation, National Federation of Independent Business; married Carolyn McMahon Snowbarger, 1972; two children: Jeffrey and Matthew; committees: vice chair, Government Reform and Oversight; Banking and Financial Services; Small Business; subcommittees: Capital Markets, Securities, and Government-Sponsored Enterprises; Human Resources and Intergovernmental Relations; National Economic Growth, Natural Resources and Regulatory Affairs; Tax, Finance, and Exports; assistant majority whip; elected to the 105th Congress.","VINCENT K. SNOWBARGER, Republican, of Olathe, KS"," born in Kankakee, IL, September 9, 1950"," graduated from Shawnee Mission South High School, Overland Park, KS, 1967"," B.A., history, Southern Nazarene University, Bethany, OK, 1971"," M.A., political science, University of Illinois, 1974"," J.D., University of Kansas, 1977"," attorney, admitted to Kansas bar in 1977"," Assistant Public Defender, 32nd judicial circuit, 1983-86"," Olathe City Planning Commission, 1982-84"," Kansas House of Representatives, 1985-97"," majority leader, 1993-97"," member: Rotary International, Olathe Area Chamber of Commerce, Mid-America Nazarene College Foundation, National Federation of Independent Business"," married Carolyn McMahon Snowbarger, 1972", two children: Jeffrey and Matthew," committees: vice chair, Government Reform and Oversight", Banking and Financial Services, Small Business," subcommittees: Capital Markets, Securities, and Government-Sponsored Enterprises", Human Resources and Intergovernmental Relations," National Economic Growth, Natural Resources and Regulatory Affairs"," Tax, Finance, and Exports", assistant majority whip, elected to the 105th Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No matched places from Google,,No matched places from Google,20091,,40109,,,More than one matched place from Google,20045,,20177,,38017,,20091,,20177,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,2000,VA,H,5,VIRGIL H. GOODE,"VIRGIL H. GOODE, Jr., Democrat, of Rocky Mount, VA; born in Richmond, VA, October 17, 1946; B.A., University of Richmond, 1969; J.D., University of Virginia Law School, 1973; served in Virginia Army National Guard; admitted to the Virginia bar in 1973; attorney; member, Virginia State Senate, 1973-97; former member: Ruritan Chamber of Commerce, Jaycees; married Lucy Dodson Goode in 1991; one daughter, Catherine; elected to the 105th Congress; reelected to the 106th Congress.","VIRGIL H. GOODE, Jr., Democrat, of Rocky Mount, VA"," born in Richmond, VA, October 17, 1946"," B.A., University of Richmond, 1969"," J.D., University of Virginia Law School, 1973", served in Virginia Army National Guard, admitted to the Virginia bar in 1973, attorney," member, Virginia State Senate, 1973-97"," former member: Ruritan Chamber of Commerce, Jaycees", married Lucy Dodson Goode in 1991," one daughter, Catherine", elected to the 105th Congress, reelected to the 106th Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No matched places from Google,,No matched places from Google,,No county matched to string from Google,51003,,51155,,,More than one matched place from Google,,No matched places from Google,,No county matched to string from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,2016,NC,H,5,VIRGINIA FOXX,"VIRGINIA FOXX, Republican, of Banner Elk, NC; born in New York, NY, June 29, 1943; education: A.B., University of North Carolina, Chapel Hill, NC, 1968; M.A.C.T., University of North Carolina, Chapel Hill, NC, 1972; Ed.D., University of North Carolina, Greensboro, NC, 1985; professional: instructor, Caldwell Community College, Hudson, NC; instructor, Appalachian State University, Boone, NC; Assistant Dean, Appalachian State University, Boone, NC; president, Mayland Community College, Spruce Pine, NC, 1987-94; nursery operator; deputy secretary for management, North Carolina Department of Administration; organizations: member, Watauga County Board of Education, 1967-88; member, North Carolina State Senate, 1994-2004; Executive Committee of North Carolina Citizens for Business and Industry; Z. Smith Reynolds Foundation Advisory Panel; National Advisory Council for Women's Educational Programs; Board of Directors of the NC Center for Public Research; UNC-Chapel Hill Board of Visitors; National Conference of State Legislatures' Blue Ribbon Advisory Panel on Child Care; Foscoe-Grandfather Community Center Board; family: married to Tom Foxx; one daughter; elected House GOP Conference Secretary in the 113th and 114th Congresses; committees: vice chair, Rules; Education and the Workforce; elected to the 109th Congress on November 2, 2004; reelected to each succeeding Congress.","VIRGINIA FOXX, Republican, of Banner Elk, NC"," born in New York, NY, June 29, 1943"," education: A.B., University of North Carolina, Chapel Hill, NC, 1968"," M.A.C.T., University of North Carolina, Chapel Hill, NC, 1972"," Ed.D., University of North Carolina, Greensboro, NC, 1985"," professional: instructor, Caldwell Community College, Hudson, NC"," instructor, Appalachian State University, Boone, NC"," Assistant Dean, Appalachian State University, Boone, NC"," president, Mayland Community College, Spruce Pine, NC, 1987-94", nursery operator," deputy secretary for management, North Carolina Department of Administration"," organizations: member, Watauga County Board of Education, 1967-88"," member, North Carolina State Senate, 1994-2004", Executive Committee of North Carolina Citizens for Business and Industry, Z. Smith Reynolds Foundation Advisory Panel, National Advisory Council for Women's Educational Programs, Board of Directors of the NC Center for Public Research, UNC-Chapel Hill Board of Visitors, National Conference of State Legislatures' Blue Ribbon Advisory Panel on Child Care, Foscoe-Grandfather Community Center Board, family: married to Tom Foxx, one daughter, elected House GOP Conference Secretary in the 113th and 114th Congresses," committees: vice chair, Rules", Education and the Workforce," elected to the 109th Congress on November 2, 2004", reelected to each succeeding Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37189,,36061,,,No county matched to string from Google,,No county matched to string from Google,37081,,37027,,37189,,,More than one matched place from Google,37011,,,No matched places from Google,37183,,37189,,37183,,,More than one matched place from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No county matched to string from Google,,No matched places from Google,37189,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,2006,NY,H,13,VITO FOSSELLA,"VITO FOSSELLA, Republican, of Staten Island, NY; born in Staten Island, March 9, 1965; education: Public School 39, South Beach; Intermediate School 2, Midland Beach; Monsignor Farrell High School; B.S., University of Pennsylvania Wharton School; Fordham University School of Law; professional: lawyer, admitted to New York bar, 1994; New York City Council, 1994-97; married: Mary Pat Fossella, 1990; children: Dylan, Griffin, and Rowan; organizations: Ancient Order of Hibernians; South Shore Rotary; Staten Island Bucks; committees: Energy and Commerce; Financial Services; elected to the 105th Congress, by special election, on November 4, 1997; reelected to each succeeding Congress.[[Page 186]]","VITO FOSSELLA, Republican, of Staten Island, NY"," born in Staten Island, March 9, 1965"," education: Public School 39, South Beach"," Intermediate School 2, Midland Beach", Monsignor Farrell High School," B.S., University of Pennsylvania Wharton School", Fordham University School of Law," professional: lawyer, admitted to New York bar, 1994"," New York City Council, 1994-97"," married: Mary Pat Fossella, 1990"," children: Dylan, Griffin, and Rowan", organizations: Ancient Order of Hibernians, South Shore Rotary, Staten Island Bucks, committees: Energy and Commerce, Financial Services," elected to the 105th Congress, by special election, on November 4, 1997", reelected to each succeeding Congress.[[Page 186]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No matched places from Google,36085,,12086,,,More than one matched place from Google,36085,,42101,,36061,,36061,,36047,,,No matched places from Google,,No matched places from Google,,No matched places from Google,36085,,36085,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,2000,NY,H,13,VITO J. FOSSELLA,"VITO J. FOSSELLA, Republican, of Staten Island, NY; born on March 9, 1965; education Public School 39, South Beach; Intermediate School 2, Midland Beach; Monsignor Farrell High School; B.S., University of Pennsylvania Wharton School; Fordham University School of Law; profession: lawyer, admitted to New York bar, 1994; New York City Council, 1994-97; married Mary Pat Fossella, 1990; two children: Dylan and Griffin; organizations: Ancient Order of Hibernians; South Shore Rotary; Staten Island Bucks; committee: Commerce; subcommittees: Telecommunications, Trade and Consumer Protection; Finance and Hazardous Materials; Energy and Power; elected to the 105th Congress on November 4, 1997; reelected to the 106th Congress.","VITO J. FOSSELLA, Republican, of Staten Island, NY"," born on March 9, 1965"," education Public School 39, South Beach"," Intermediate School 2, Midland Beach", Monsignor Farrell High School," B.S., University of Pennsylvania Wharton School", Fordham University School of Law," profession: lawyer, admitted to New York bar, 1994"," New York City Council, 1994-97"," married Mary Pat Fossella, 1990", two children: Dylan and Griffin, organizations: Ancient Order of Hibernians, South Shore Rotary, Staten Island Bucks, committee: Commerce," subcommittees: Telecommunications, Trade and Consumer Protection", Finance and Hazardous Materials, Energy and Power," elected to the 105th Congress on November 4, 1997", reelected to the 106th Congress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No matched places from Google,,No matched places from Google,12086,,,More than one matched place from Google,36085,,42101,,36061,,36061,,36047,,,No matched places from Google,,No matched places from Google,,No matched places from Google,36085,,36085,,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,No matched places from Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
